dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws7_fh1_var1,TKAN,1,7,1,1.542683690577705,4.9148336733035345,35.74420666694641,0
ws7_fh1_var3,TKAN,1,7,3,2.219674018853007,7.153197998401513,33.37580990791321,0
ws7_fh3_var1,TKAN,3,7,1,2.360807969496914,7.539492885028771,32.72274088859558,0
ws7_fh3_var3,TKAN,3,7,3,2.818776227187923,8.831768581791364,32.99373936653137,0
ws7_fh7_var1,TKAN,7,7,1,3.704409556056432,11.533766833143337,33.13043665885925,0
ws7_fh7_var3,TKAN,7,7,3,3.8358224101204046,11.518420900073046,33.35272288322449,0
ws15_fh1_var1,TKAN,1,15,1,1.9149088175187985,5.622683381149945,50.83602476119995,0
ws15_fh1_var3,TKAN,1,15,3,1.7464353312386696,5.406538948333649,50.20178270339966,0
ws15_fh3_var1,TKAN,3,15,1,2.3694215234611216,7.437689500413618,49.67731809616089,0
ws15_fh3_var3,TKAN,3,15,3,2.813615585855471,8.886502234328306,49.00556707382202,0
ws15_fh7_var1,TKAN,7,15,1,3.655658274911377,11.052597335419055,50.60548400878906,0
ws15_fh7_var3,TKAN,7,15,3,4.141625927652125,12.430966497842135,49.238322496414185,0
ws30_fh1_var1,TKAN,1,30,1,4.266422072310054,14.224182762247036,82.85239291191101,0
ws30_fh1_var3,TKAN,1,30,3,2.1402419199314995,6.73910002651686,81.29451942443848,0
ws30_fh3_var1,TKAN,3,30,1,2.269255784813783,7.033624446103544,83.21990728378296,0
ws30_fh3_var3,TKAN,3,30,3,2.69599372526006,8.17935702597052,81.22819972038269,0
ws30_fh7_var1,TKAN,7,30,1,3.7335313167294473,11.78135326476204,81.3291916847229,0
ws30_fh7_var3,TKAN,7,30,3,3.7524200569201707,11.44865013107908,81.00731635093689,0
ws7_fh1_var1,TKAN,1,7,1,1.8805397950928635,6.181862736843555,32.0565664768219,1
ws7_fh1_var3,TKAN,1,7,3,2.0809837916881198,6.370560618980214,34.93174457550049,1
ws7_fh3_var1,TKAN,3,7,1,2.3754854225467272,7.277156511216129,32.405450105667114,1
ws7_fh3_var3,TKAN,3,7,3,2.7024062944968987,8.408959288684864,32.5682487487793,1
ws7_fh7_var1,TKAN,7,7,1,3.600303281256297,10.934536296928721,35.689825773239136,1
ws7_fh7_var3,TKAN,7,7,3,4.116853307506891,12.819314790535147,32.11042642593384,1
ws15_fh1_var1,TKAN,1,15,1,2.3623226428408204,7.331785564214048,49.69044041633606,1
ws15_fh1_var3,TKAN,1,15,3,2.020068391688403,6.563967651580037,48.88544750213623,1
ws15_fh3_var1,TKAN,3,15,1,2.3618269584516383,7.37226396902736,52.57627534866333,1
ws15_fh3_var3,TKAN,3,15,3,2.972556840234189,8.833323370725529,48.99047112464905,1
ws15_fh7_var1,TKAN,7,15,1,3.9086608044758204,12.468015020315319,49.00704383850098,1
ws15_fh7_var3,TKAN,7,15,3,3.9740145001750893,12.109726008565874,53.68000841140747,1
ws30_fh1_var1,TKAN,1,30,1,1.7540806052602722,5.309264865238437,81.31531691551208,1
ws30_fh1_var3,TKAN,1,30,3,2.354730253835842,7.376025170782106,82.05654406547546,1
ws30_fh3_var1,TKAN,3,30,1,2.5341563172505857,7.772060556903128,82.08350586891174,1
ws30_fh3_var3,TKAN,3,30,3,2.6956560138342165,8.380099979258247,86.6238648891449,1
ws30_fh7_var1,TKAN,7,30,1,3.7163290313280264,11.296218194435083,82.09600138664246,1
ws30_fh7_var3,TKAN,7,30,3,3.940616542497472,12.607122907052307,76.11841464042664,1
ws7_fh1_var1,TKAN,1,7,1,1.674535936949461,5.290571877247895,32.280219078063965,2
ws7_fh1_var3,TKAN,1,7,3,1.9788338075608736,6.051826069616993,37.31800198554993,2
ws7_fh3_var1,TKAN,3,7,1,2.2578825726350424,6.8968065545411905,32.7478563785553,2
ws7_fh3_var3,TKAN,3,7,3,2.600970265280254,8.094585718656107,32.727494955062866,2
ws7_fh7_var1,TKAN,7,7,1,3.5056351706766744,10.70047185641812,32.55191516876221,2
ws7_fh7_var3,TKAN,7,7,3,4.00750538755129,12.144945257471777,32.59368062019348,2
ws15_fh1_var1,TKAN,1,15,1,1.553598387851145,4.740333764427199,54.973291635513306,2
ws15_fh1_var3,TKAN,1,15,3,1.7900622933278862,5.6232719342463255,49.49698853492737,2
ws15_fh3_var1,TKAN,3,15,1,2.2580972799914827,6.84550010423719,49.0253963470459,2
ws15_fh3_var3,TKAN,3,15,3,2.6265505033107814,8.147035698967343,49.22329640388489,2
ws15_fh7_var1,TKAN,7,15,1,3.6503522646716977,11.415194393062945,49.28469634056091,2
ws15_fh7_var3,TKAN,7,15,3,3.8744063859646576,11.830820888544515,54.76510453224182,2
ws30_fh1_var1,TKAN,1,30,1,2.712411715310831,8.667356903176643,81.30533075332642,2
ws30_fh1_var3,TKAN,1,30,3,2.227417480297377,7.145376043263273,81.1147198677063,2
ws30_fh3_var1,TKAN,3,30,1,2.5279213206433404,8.172589779614158,81.52924084663391,2
ws30_fh3_var3,TKAN,3,30,3,2.814965200482087,8.416697270449385,81.30923819541931,2
ws30_fh7_var1,TKAN,7,30,1,3.652818699880268,11.032813514668486,88.48502349853516,2
ws30_fh7_var3,TKAN,7,30,3,4.115051915446618,12.371843386702288,76.44715785980225,2
ws7_fh1_var1,TKAN,1,7,1,1.4776934361800134,4.464192726367577,32.57711315155029,3
ws7_fh1_var3,TKAN,1,7,3,1.810795412287521,5.278426103015328,32.41416597366333,3
ws7_fh3_var1,TKAN,3,7,1,2.4247611701341394,7.641449485541256,32.2874321937561,3
ws7_fh3_var3,TKAN,3,7,3,2.666231420161071,8.064157628180297,32.0701687335968,3
ws7_fh7_var1,TKAN,7,7,1,4.050176513426603,13.240659509672023,36.08221626281738,3
