dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws30_fh7_var1,TKAN,7,30,1,3.898207318841137,12.36144773818879,78.77138471603394,16
ws30_fh7_var3,TKAN,7,30,3,4.159519598237545,12.517325954208475,78.65298843383789,16
ws7_fh1_var1,TKAN,1,7,1,1.4565111007638474,4.509530923168106,30.588186740875244,17
ws7_fh1_var3,TKAN,1,7,3,2.146784190398931,6.947980659084909,30.635906219482425,17
ws7_fh3_var1,TKAN,3,7,1,2.482896051632432,8.046942438724354,42.76144218444824,17
ws7_fh3_var3,TKAN,3,7,3,3.0059187903077884,8.957703511021041,31.282201528549194,17
ws7_fh7_var1,TKAN,7,7,1,3.6770765244917327,11.669897865929936,31.09308910369873,17
ws7_fh7_var3,TKAN,7,7,3,4.057729959129995,12.211846440201734,30.624265670776367,17
ws15_fh1_var1,TKAN,1,15,1,1.6359214361884422,5.099088021221923,47.90570378303528,17
ws15_fh1_var3,TKAN,1,15,3,1.991061857940312,6.1012482821179335,47.39594888687134,17
ws15_fh3_var1,TKAN,3,15,1,2.56713702601194,8.259982437888338,47.36247324943543,17
ws15_fh3_var3,TKAN,3,15,3,2.619853141234789,8.029926273801973,47.03381967544556,17
ws15_fh7_var1,TKAN,7,15,1,3.666687771161202,11.18688066137014,47.42354798316956,17
ws15_fh7_var3,TKAN,7,15,3,4.121657230089665,13.12709530169689,47.11245393753052,17
ws30_fh1_var1,TKAN,1,30,1,1.4267440553992778,4.304725558100338,92.51711750030518,17
ws30_fh1_var3,TKAN,1,30,3,2.172490165939448,6.870522294124391,80.35083794593811,17
ws30_fh3_var1,TKAN,3,30,1,2.5983881569496226,8.432796618597784,79.87806916236877,17
ws30_fh3_var3,TKAN,3,30,3,2.789383132618755,8.484175064459226,79.61414980888367,17
ws30_fh7_var1,TKAN,7,30,1,3.710045945447032,11.555622161155398,79.43568348884583,17
ws30_fh7_var3,TKAN,7,30,3,4.054264601272741,11.967321380587755,79.16647672653198,17
ws7_fh1_var1,TKAN,1,7,1,1.463509092674371,4.511467957487917,30.86740183830261,18
ws7_fh1_var3,TKAN,1,7,3,1.934472422372863,5.973693579991456,30.89555668830872,18
ws7_fh3_var1,TKAN,3,7,1,2.30781227172279,7.285086875475204,31.111690759658813,18
ws7_fh3_var3,TKAN,3,7,3,2.7314694077633783,8.521475960687903,30.866495847702023,18
ws7_fh7_var1,TKAN,7,7,1,3.556789958407194,10.921691263784613,30.850277185440063,18
ws7_fh7_var3,TKAN,7,7,3,3.794216830879074,11.51696068068639,31.00821042060852,18
ws15_fh1_var1,TKAN,1,15,1,1.4624154234927256,4.446176171483335,62.7425422668457,18
ws15_fh1_var3,TKAN,1,15,3,3.07371137868633,10.980045696557555,48.83719611167908,18
ws15_fh3_var1,TKAN,3,15,1,2.287895348188654,7.030443370123043,48.28226089477539,18
ws15_fh3_var3,TKAN,3,15,3,2.716918794963056,8.374772782326469,47.81943964958191,18
ws15_fh7_var1,TKAN,7,15,1,3.666040906659875,11.06384387641556,47.608879804611206,18
ws15_fh7_var3,TKAN,7,15,3,3.9230540257990287,12.0068914656848,47.537389278411865,18
ws30_fh1_var1,TKAN,1,30,1,1.5323753130725146,4.632220148781355,79.07621455192566,18
ws30_fh1_var3,TKAN,1,30,3,1.9880282723979408,6.365594591620588,80.03559231758118,18
ws30_fh3_var1,TKAN,3,30,1,2.4016455620509323,7.597564258934255,78.55189299583435,18
ws30_fh3_var3,TKAN,3,30,3,2.811388707053017,8.688268453735855,79.88408279418945,18
ws30_fh7_var1,TKAN,7,30,1,3.9366557629049135,12.612697900250248,78.87008261680603,18
ws30_fh7_var3,TKAN,7,30,3,3.897594917537039,11.755531830405328,78.99169421195984,18
ws7_fh1_var1,TKAN,1,7,1,1.8403423084987136,6.088966810944421,46.81478118896485,19
ws7_fh1_var3,TKAN,1,7,3,1.6978174127560288,5.193572347588951,31.404205322265625,19
ws7_fh3_var1,TKAN,3,7,1,2.29573827508665,7.214271578806613,31.141722440719604,19
ws7_fh3_var3,TKAN,3,7,3,2.535071654408775,7.934937699436033,30.741333484649655,19
ws7_fh7_var1,TKAN,7,7,1,3.6541429406867216,11.392875020654198,30.63516998291016,19
ws7_fh7_var3,TKAN,7,7,3,4.014923269410329,12.473426441664351,30.57944273948669,19
ws15_fh1_var1,TKAN,1,15,1,1.70523333650835,4.996290770150026,47.27838659286499,19
ws15_fh1_var3,TKAN,1,15,3,2.02288819867708,6.473302017165371,46.96572160720825,19
ws15_fh3_var1,TKAN,3,15,1,2.5143318611598318,8.002647478565182,47.258042335510254,19
ws15_fh3_var3,TKAN,3,15,3,2.702089098438212,8.315892440934046,46.935171127319336,19
ws15_fh7_var1,TKAN,7,15,1,3.7800037252250696,12.083531745614607,47.14939475059509,19
ws15_fh7_var3,TKAN,7,15,3,3.9970715851310823,12.430316987509295,47.25629115104675,19
ws30_fh1_var1,TKAN,1,30,1,3.843173022952149,12.772831509874786,78.46730422973633,19
ws30_fh1_var3,TKAN,1,30,3,2.3331610477236264,7.392393868889749,78.15026760101318,19
ws30_fh3_var1,TKAN,3,30,1,2.4354382103635808,7.671375725771165,95.7587058544159,19
ws30_fh3_var3,TKAN,3,30,3,2.6972492159512624,8.332555776892402,80.07784533500671,19
ws30_fh7_var1,TKAN,7,30,1,3.756817375833751,11.991386492920196,81.31901216506958,19
ws30_fh7_var3,TKAN,7,30,3,3.994619219636269,12.04946139181514,80.50667929649353,19
ws7_fh1_var1,TKAN,1,7,1,1.5566078947563604,4.867195342916071,30.89997434616089,20
ws7_fh1_var3,TKAN,1,7,3,1.974117973354416,6.27626788384658,30.809237003326416,20
ws7_fh3_var1,TKAN,3,7,1,2.2882283031262,7.133672253480558,30.53741765022278,20
ws7_fh3_var3,TKAN,3,7,3,2.6121622129957185,8.068262391867641,30.55492210388184,20
ws7_fh7_var1,TKAN,7,7,1,4.121367492218647,13.372791206302464,30.66714453697205,20
ws7_fh7_var3,TKAN,7,7,3,4.008587979294609,12.390821983883582,30.46698760986328,20
ws15_fh1_var1,TKAN,1,15,1,1.4922661459504707,4.566983951863158,47.50570011138916,20
ws15_fh1_var3,TKAN,1,15,3,1.9786492596313383,6.204254266142098,47.28644847869873,20
ws15_fh3_var1,TKAN,3,15,1,2.293608042497425,7.059331830888052,47.59098672866821,20
ws15_fh3_var3,TKAN,3,15,3,2.8321780479074223,8.734898570766836,47.39910960197449,20
ws15_fh7_var1,TKAN,7,15,1,3.730266969635442,11.622569863361102,47.37386441230774,20
ws15_fh7_var3,TKAN,7,15,3,4.308406603215675,12.600861561897148,66.03235650062561,20
ws30_fh1_var1,TKAN,1,30,1,2.053189205338165,5.955270957380679,80.1888587474823,20
ws30_fh1_var3,TKAN,1,30,3,2.019530087838126,6.427969368263196,80.02021646499634,20
ws30_fh3_var1,TKAN,3,30,1,2.652023882888217,8.577875900545552,79.926260471344,20
ws30_fh3_var3,TKAN,3,30,3,2.737438535876148,8.459104386635467,79.75987482070923,20
ws30_fh7_var1,TKAN,7,30,1,3.6276139304345976,11.316369057362667,74.99331951141357,20
ws30_fh7_var3,TKAN,7,30,3,4.003808957801751,12.457130263523233,79.14260697364807,20
ws7_fh1_var1,TKAN,1,7,1,1.4138521313179762,4.331222648600538,31.141016244888306,21
ws7_fh1_var3,TKAN,1,7,3,2.3039082794153183,7.418030255470708,32.77744936943054,21
ws7_fh3_var1,TKAN,3,7,1,2.336599060402998,7.127294538662666,32.5414879322052,21
ws7_fh3_var3,TKAN,3,7,3,2.573401380791738,8.065678925463681,32.49155235290527,21
ws7_fh7_var1,TKAN,7,7,1,3.638767900737403,11.37298681462534,32.047818660736084,21
ws7_fh7_var3,TKAN,7,7,3,3.8889651094875943,11.827970535990945,32.05339980125427,21
ws15_fh1_var1,TKAN,1,15,1,1.9829257810304413,6.209216381792464,49.11902713775635,21
ws15_fh1_var3,TKAN,1,15,3,2.3324995625271416,7.334930294334252,48.49292850494385,21
ws15_fh3_var1,TKAN,3,15,1,2.655021748073465,8.644560887471538,48.99716830253601,21
ws15_fh3_var3,TKAN,3,15,3,2.510098291828344,7.729174574639022,48.70903420448303,21
ws15_fh7_var1,TKAN,7,15,1,3.658687038795072,11.29871017231939,49.1418399810791,21
ws15_fh7_var3,TKAN,7,15,3,4.080127959967245,12.031146027884668,48.81425833702088,21
ws30_fh1_var1,TKAN,1,30,1,1.916390717400764,5.78877035813043,80.58953094482422,21
ws30_fh1_var3,TKAN,1,30,3,2.227926655711326,6.59980771057702,80.81285285949707,21
ws30_fh3_var1,TKAN,3,30,1,3.09464236889666,9.400347315905872,80.71537780761719,21
ws30_fh3_var3,TKAN,3,30,3,2.747749109639217,8.447068774589505,80.41385436058044,21
ws30_fh7_var1,TKAN,7,30,1,3.626017541531991,10.916333809010744,80.12050890922546,21
ws30_fh7_var3,TKAN,7,30,3,3.904054435070862,12.162560630883286,97.80822682380676,21
ws7_fh1_var1,TKAN,1,7,1,1.9284481286145496,6.134925794134703,31.30290913581848,22
ws7_fh1_var3,TKAN,1,7,3,2.349452807776162,7.71772370682926,31.338053703308105,22
ws7_fh3_var1,TKAN,3,7,1,2.255884036174219,6.915389785940413,31.10253858566284,22
ws7_fh3_var3,TKAN,3,7,3,2.5928536593613973,8.159444861582546,31.0911386013031,22
ws7_fh7_var1,TKAN,7,7,1,3.713291213392411,11.577593153571076,31.180837154388428,22
ws7_fh7_var3,TKAN,7,7,3,3.8657537857748063,11.809750611011989,30.96971893310547,22
ws15_fh1_var1,TKAN,1,15,1,1.811094267224695,5.7848826204669015,47.87625074386597,22
ws15_fh1_var3,TKAN,1,15,3,2.012236126474827,6.143442234990388,47.71306300163269,22
ws15_fh3_var1,TKAN,3,15,1,2.4027504666145867,7.497726274070482,47.97265410423279,22
ws15_fh3_var3,TKAN,3,15,3,2.6681794239937244,8.139548826378386,47.515023946762085,22
ws15_fh7_var1,TKAN,7,15,1,3.6367203445114646,11.205972124818416,47.6239800453186,22
ws15_fh7_var3,TKAN,7,15,3,3.952486271886016,11.85324479365812,47.47484993934631,22
ws30_fh1_var1,TKAN,1,30,1,1.6052381243589895,5.003030665497232,79.35098195075989,22
ws30_fh1_var3,TKAN,1,30,3,2.412858817965644,7.63307688731835,79.47040867805481,22
ws30_fh3_var1,TKAN,3,30,1,2.364639801793564,7.292808134757254,80.49933910369873,22
ws30_fh3_var3,TKAN,3,30,3,2.7688101810830767,8.283075852724224,79.72268843650818,22
ws30_fh7_var1,TKAN,7,30,1,3.718812761898222,11.637350107974177,79.42092275619507,22
ws30_fh7_var3,TKAN,7,30,3,4.081512082770455,12.491655412350436,105.45937085151672,22
ws7_fh1_var1,TKAN,1,7,1,1.5669642136377464,4.902188621981787,32.66426467895508,23
ws7_fh1_var3,TKAN,1,7,3,1.682880166972806,5.243894767733067,32.66120362281799,23
ws7_fh3_var1,TKAN,3,7,1,2.232590996886838,6.889350154954892,31.987104177474976,23
ws7_fh3_var3,TKAN,3,7,3,2.8333934569384462,8.731928473627772,31.94162058830261,23
ws7_fh7_var1,TKAN,7,7,1,3.607542332875173,11.349390462252478,31.90972876548767,23
ws7_fh7_var3,TKAN,7,7,3,3.884398865613599,11.674852929133552,31.542759895324707,23
ws15_fh1_var1,TKAN,1,15,1,1.4115768748103938,4.192044830811638,48.72103404998779,23
ws15_fh1_var3,TKAN,1,15,3,3.035368340158417,10.795026297853427,48.64584493637085,23
ws15_fh3_var1,TKAN,3,15,1,2.357855367002289,7.413310504165457,48.7948317527771,23
ws15_fh3_var3,TKAN,3,15,3,2.7716148538466614,8.415687450875108,48.14739394187927,23
ws15_fh7_var1,TKAN,7,15,1,3.787817720876317,11.995298007797228,48.282389879226685,23
ws15_fh7_var3,TKAN,7,15,3,3.906536281888753,12.15622084057009,48.14742612838745,23
ws30_fh1_var1,TKAN,1,30,1,3.0461494660673742,9.500001522152004,81.00606346130371,23
ws30_fh1_var3,TKAN,1,30,3,1.9704935160793613,6.287409821050543,81.61554288864136,23
ws30_fh3_var1,TKAN,3,30,1,2.4910498112906625,7.976594917891654,80.25156235694885,23
ws30_fh3_var3,TKAN,3,30,3,2.660573156217222,8.151464880945042,80.12920546531677,23
ws30_fh7_var1,TKAN,7,30,1,3.691251814660549,11.432313606589258,81.39962911605835,23
ws30_fh7_var3,TKAN,7,30,3,4.047703014936729,12.024616471065023,81.39399766921997,23
ws7_fh1_var1,TKAN,1,7,1,1.7847001120999544,5.485316744093546,31.164056301116943,24
ws7_fh1_var3,TKAN,1,7,3,1.7265139797158453,5.389672467506614,56.73670816421509,24
ws7_fh3_var1,TKAN,3,7,1,2.3292024282464,7.159767762297591,32.36432886123657,24
ws7_fh3_var3,TKAN,3,7,3,2.593482182042691,8.06317534700442,31.752381324768063,24
ws7_fh7_var1,TKAN,7,7,1,3.5436833849139124,10.802647047547223,31.51524591445923,24
ws7_fh7_var3,TKAN,7,7,3,4.0146170084089805,12.14287794474187,31.41387295722961,24
ws15_fh1_var1,TKAN,1,15,1,1.7309952276975151,5.240498997737482,48.53964710235596,24
ws15_fh1_var3,TKAN,1,15,3,1.9488143353113645,6.144358481269935,48.46964883804321,24
ws15_fh3_var1,TKAN,3,15,1,2.265555709800524,6.982106769150054,48.39618968963623,24
ws15_fh3_var3,TKAN,3,15,3,2.6023668399165483,8.139148216916483,48.45207166671753,24
ws15_fh7_var1,TKAN,7,15,1,3.741295250900047,11.677698885689097,48.220967292785645,24
ws15_fh7_var3,TKAN,7,15,3,4.067161430500363,12.339256057043077,48.38250279426575,24
ws30_fh1_var1,TKAN,1,30,1,1.7110358653270124,5.501479433496054,80.17547345161438,24
ws30_fh1_var3,TKAN,1,30,3,2.062969082344769,6.499312669839355,81.73987364768982,24
ws30_fh3_var1,TKAN,3,30,1,2.8734051705500603,8.547386928024011,80.77727890014648,24
ws30_fh3_var3,TKAN,3,30,3,2.7858873683892837,8.4830627437984,80.91907835006714,24
ws30_fh7_var1,TKAN,7,30,1,3.794244475558498,11.909458210295004,80.5211033821106,24
ws30_fh7_var3,TKAN,7,30,3,4.203107562816248,13.295132012534348,80.09836411476135,24
ws7_fh1_var1,TKAN,1,7,1,1.5036579078912318,4.525302730336543,30.99179482460022,25
ws7_fh1_var3,TKAN,1,7,3,2.212964747535447,6.931433337251808,31.13295269012451,25
ws7_fh3_var1,TKAN,3,7,1,2.308984247812998,7.234892817493334,30.95029163360596,25
ws7_fh3_var3,TKAN,3,7,3,2.869303430574568,8.743580421449272,31.13192582130432,25
ws7_fh7_var1,TKAN,7,7,1,3.585759311386916,10.994229763674214,31.04790210723877,25
ws7_fh7_var3,TKAN,7,7,3,3.908294972895139,11.940464223227156,58.78588008880615,25
ws15_fh1_var1,TKAN,1,15,1,1.5780675039062142,4.9977528874870485,49.69098496437073,25
ws15_fh1_var3,TKAN,1,15,3,2.375543974358747,7.286556330976454,49.81310534477234,25
ws15_fh3_var1,TKAN,3,15,1,2.6199732593068163,8.550864581835702,49.3404495716095,25
ws15_fh3_var3,TKAN,3,15,3,2.66220289767645,8.409672858919606,49.321124792099,25
ws15_fh7_var1,TKAN,7,15,1,3.7621415319641462,11.876152336935162,49.53003454208374,25
ws15_fh7_var3,TKAN,7,15,3,3.884461970871811,12.056828945151484,49.26826786994934,25
ws30_fh1_var1,TKAN,1,30,1,1.6198470635635205,5.09278188050293,81.3146300315857,25
ws30_fh1_var3,TKAN,1,30,3,1.9977508202348464,6.459991915600945,80.8062789440155,25
ws30_fh3_var1,TKAN,3,30,1,2.3531803455053257,7.312876981663151,80.49950408935547,25
ws30_fh3_var3,TKAN,3,30,3,3.151751474997552,9.467682154042992,80.2317624092102,25
ws30_fh7_var1,TKAN,7,30,1,3.628931743602893,11.122000318336225,79.89477181434631,25
ws30_fh7_var3,TKAN,7,30,3,3.971292248705703,12.26704416868131,80.25682330131531,25
ws7_fh1_var1,TKAN,1,7,1,1.434728562452471,4.40856981513765,31.094773769378666,26
ws7_fh1_var3,TKAN,1,7,3,1.9177306712036424,5.922468241509377,30.842072010040283,26
ws7_fh3_var1,TKAN,3,7,1,2.3449859862389952,7.565096820385393,31.01754117012024,26
ws7_fh3_var3,TKAN,3,7,3,2.7097487106907536,8.344213149466501,30.957319021224976,26
ws7_fh7_var1,TKAN,7,7,1,3.5153048299125467,10.712415950532431,30.958531856536865,26
ws7_fh7_var3,TKAN,7,7,3,3.733763489456527,11.574206522105763,31.121070384979248,26
ws15_fh1_var1,TKAN,1,15,1,1.8624497924422647,5.506613627400875,47.73908710479736,26
ws15_fh1_var3,TKAN,1,15,3,2.0298081465232585,6.173942328818914,47.64311933517456,26
ws15_fh3_var1,TKAN,3,15,1,2.325453995687714,7.307056269644467,47.99661779403687,26
ws15_fh3_var3,TKAN,3,15,3,2.7793722661430422,8.465280720870409,48.13555669784546,26
ws15_fh7_var1,TKAN,7,15,1,3.732566133320684,11.422437334219063,48.66952681541443,26
ws15_fh7_var3,TKAN,7,15,3,4.039962701360802,12.192200605315234,79.16121697425842,26
ws30_fh1_var1,TKAN,1,30,1,1.8391599924055564,5.508225946730518,84.24145030975342,26
ws30_fh1_var3,TKAN,1,30,3,2.4454415644098555,8.458627661595328,82.9478702545166,26
ws30_fh3_var1,TKAN,3,30,1,2.647409361181419,8.470448238927153,81.83603358268738,26
ws30_fh3_var3,TKAN,3,30,3,2.808536066521007,8.835064764853632,83.94134497642517,26
ws30_fh7_var1,TKAN,7,30,1,4.074570284220076,13.082605092651376,82.54522037506104,26
ws30_fh7_var3,TKAN,7,30,3,4.324606306142716,12.900432376564474,81.65021514892578,26
ws7_fh1_var1,TKAN,1,7,1,1.7134357666978914,5.374007440520829,31.61188244819641,27
ws7_fh1_var3,TKAN,1,7,3,2.224312447387074,6.850917619053913,31.679089784622192,27
ws7_fh3_var1,TKAN,3,7,1,2.303356510598844,6.966589237454018,31.47409725189209,27
ws7_fh3_var3,TKAN,3,7,3,2.590895500237248,7.917943699194632,31.630573511123657,27
ws7_fh7_var1,TKAN,7,7,1,3.977516441154272,12.985607753537318,31.47209143638611,27
ws7_fh7_var3,TKAN,7,7,3,3.988169112114337,12.149208592342308,31.35260558128357,27
ws15_fh1_var1,TKAN,1,15,1,1.4169912096925608,4.308573434446582,48.50611567497253,27
ws15_fh1_var3,TKAN,1,15,3,1.9063122717443444,6.003738894316138,48.4413492679596,27
ws15_fh3_var1,TKAN,3,15,1,2.3312826940974243,7.161609044112304,48.09556770324707,27
ws15_fh3_var3,TKAN,3,15,3,2.7007084915259085,8.268649146637314,48.26185655593872,27
ws15_fh7_var1,TKAN,7,15,1,3.591624174337157,11.117232352675908,48.56337332725525,27
ws15_fh7_var3,TKAN,7,15,3,3.957662090776617,11.858490047155232,48.26304745674133,27
ws30_fh1_var1,TKAN,1,30,1,1.6728472583956835,5.071057216932561,81.00783491134644,27
ws30_fh1_var3,TKAN,1,30,3,2.267453365451285,7.226351576917643,82.01013135910034,27
ws30_fh3_var1,TKAN,3,30,1,2.3678434724273543,7.449380759203057,80.94768953323364,27
ws30_fh3_var3,TKAN,3,30,3,2.4179608303295312,7.46430616493224,81.88438057899475,27
ws30_fh7_var1,TKAN,7,30,1,3.624386629669981,11.068497256431108,80.76871037483215,27
ws30_fh7_var3,TKAN,7,30,3,3.98591677836607,11.794658642419495,81.05935955047607,27
ws7_fh1_var1,TKAN,1,7,1,2.0747292168103444,7.019719152973747,63.41902160644531,28
ws7_fh1_var3,TKAN,1,7,3,1.845496385464649,5.732970983133674,33.33554124832153,28
ws7_fh3_var1,TKAN,3,7,1,2.303199217595977,7.139643068550945,33.024643898010254,28
ws7_fh3_var3,TKAN,3,7,3,2.703177457644376,8.564311782871743,32.88789486885071,28
ws7_fh7_var1,TKAN,7,7,1,3.7197399629823664,11.586095052785629,32.57371735572815,28
ws7_fh7_var3,TKAN,7,7,3,4.066229320570552,12.16320557480964,32.24835562705994,28
ws15_fh1_var1,TKAN,1,15,1,2.0075261089074563,6.022095197386207,49.70515155792236,28
ws15_fh1_var3,TKAN,1,15,3,2.1645314757696057,6.724044632289758,49.95943260192871,28
ws15_fh3_var1,TKAN,3,15,1,2.369295266317244,7.32268662468455,49.45696210861206,28
ws15_fh3_var3,TKAN,3,15,3,2.5967773368277043,8.369275888267588,49.172621965408325,28
ws15_fh7_var1,TKAN,7,15,1,3.665256651794506,11.432466915640685,49.35619521141052,28
ws15_fh7_var3,TKAN,7,15,3,3.950205949286168,11.862491941752053,49.779123306274414,28
ws30_fh1_var1,TKAN,1,30,1,2.436253699601887,7.647656447530521,81.31025648117065,28
ws30_fh1_var3,TKAN,1,30,3,1.9575106187045388,5.995998920980548,81.16536283493042,28
ws30_fh3_var1,TKAN,3,30,1,2.3647247382995467,7.465041975564753,81.53589963912964,28
ws30_fh3_var3,TKAN,3,30,3,2.624911663286782,8.375806981854485,82.66477394104004,28
ws30_fh7_var1,TKAN,7,30,1,3.5631021628561115,10.941436660242587,81.44713139533997,28
ws30_fh7_var3,TKAN,7,30,3,4.048675322079812,11.970901762671186,82.47523880004883,28
ws7_fh1_var1,TKAN,1,7,1,1.4982973614780772,4.81193495757234,31.854504108428955,29
ws7_fh1_var3,TKAN,1,7,3,1.807199339661248,5.726896597921435,31.496368408203125,29
ws7_fh3_var1,TKAN,3,7,1,2.307797140789473,7.15597261223486,31.54541301727295,29
ws7_fh3_var3,TKAN,3,7,3,2.6791790073965744,8.350984599402993,31.692583322525024,29
ws7_fh7_var1,TKAN,7,7,1,3.6432441402622713,11.488388465229656,31.620447635650635,29
ws7_fh7_var3,TKAN,7,7,3,3.862082755373226,12.011843479160929,31.25334596633911,29
ws15_fh1_var1,TKAN,1,15,1,1.480401391269145,4.573384958793061,48.56787204742432,29
ws15_fh1_var3,TKAN,1,15,3,1.8209187245929737,5.586088149598487,48.336931228637695,29
ws15_fh3_var1,TKAN,3,15,1,2.3910727260199183,7.59234340430398,48.4507782459259,29
ws15_fh3_var3,TKAN,3,15,3,2.798979846311513,8.418796310007002,48.09476900100708,29
ws15_fh7_var1,TKAN,7,15,1,3.656939865788511,11.385388630571216,84.12427639961243,29
ws15_fh7_var3,TKAN,7,15,3,3.848908561977519,11.746257473127958,49.95249247550965,29
ws30_fh1_var1,TKAN,1,30,1,2.637672194381603,7.947765672923149,82.4398410320282,29
ws30_fh1_var3,TKAN,1,30,3,2.930558416407228,9.70341915422681,82.1068639755249,29
ws30_fh3_var1,TKAN,3,30,1,2.338775394860244,7.397988904239211,81.77168655395508,29
ws30_fh3_var3,TKAN,3,30,3,2.62010339652743,8.044144666169178,81.42732763290405,29
ws30_fh7_var1,TKAN,7,30,1,3.6790865603086695,11.233795922988406,81.8423810005188,29
ws30_fh7_var3,TKAN,7,30,3,4.082539156506964,12.339463780476564,82.67468881607056,29
ws7_fh1_var1,TKAN,1,7,1,1.4227933055939437,4.308755388777457,32.316545486450195,30
ws7_fh1_var3,TKAN,1,7,3,2.2340213351777733,7.038449552733879,32.27743673324585,30
ws7_fh3_var1,TKAN,3,7,1,2.32338434309236,7.340011664562033,32.13621425628662,30
ws7_fh3_var3,TKAN,3,7,3,2.777632932724297,8.465716019532337,31.9220871925354,30
ws7_fh7_var1,TKAN,7,7,1,3.7507765755557054,11.77141971366989,31.95695447921753,30
ws7_fh7_var3,TKAN,7,7,3,3.903454946039068,11.693848229082636,31.68027687072754,30
ws15_fh1_var1,TKAN,1,15,1,1.946319438653268,6.214784310114893,49.544029712677,30
ws15_fh1_var3,TKAN,1,15,3,1.9262084480275776,5.8634582957249535,49.94645977020264,30
ws15_fh3_var1,TKAN,3,15,1,2.475349341719752,7.597972665217151,49.3416223526001,30
ws15_fh3_var3,TKAN,3,15,3,2.71330974797268,8.2154278106691,49.34848070144653,30
ws15_fh7_var1,TKAN,7,15,1,3.751913132857683,11.810227751455573,48.57088994979858,30
ws15_fh7_var3,TKAN,7,15,3,4.032583181670356,12.729809224562894,48.861740589141846,30
ws30_fh1_var1,TKAN,1,30,1,2.046719241396338,6.106236767316027,81.28237771987915,30
ws30_fh1_var3,TKAN,1,30,3,2.2473054431560646,6.967013356889126,81.07981324195862,30
ws30_fh3_var1,TKAN,3,30,1,2.5532778002330523,7.76943242554861,81.99151182174683,30
ws30_fh3_var3,TKAN,3,30,3,2.727119629106521,8.39717865137157,81.2160587310791,30
ws30_fh7_var1,TKAN,7,30,1,3.999530542864019,12.971417664162113,81.23606276512146,30
ws30_fh7_var3,TKAN,7,30,3,3.801166794899381,11.289128033278258,81.18243145942688,30
ws7_fh1_var1,TKAN,1,7,1,1.4056835831670311,4.29912017176938,30.380552530288696,31
ws7_fh1_var3,TKAN,1,7,3,2.677239899124113,8.550726611711575,30.30291318893433,31
ws7_fh3_var1,TKAN,3,7,1,2.467748876514934,7.86232510308011,31.29730224609375,31
ws7_fh3_var3,TKAN,3,7,3,2.762856676096389,8.587946971167677,31.2030668258667,31
ws7_fh7_var1,TKAN,7,7,1,3.683827422839961,11.551254865328431,30.64941143989563,31
ws7_fh7_var3,TKAN,7,7,3,3.998290494881121,12.179608594150086,31.14822554588318,31
ws15_fh1_var1,TKAN,1,15,1,1.6721356683804025,5.052250917228484,46.48664855957031,31
ws15_fh1_var3,TKAN,1,15,3,1.914093652452581,6.248931193127229,47.21791696548462,31
ws15_fh3_var1,TKAN,3,15,1,2.638863341091926,8.510743547193437,47.54854345321655,31
ws15_fh3_var3,TKAN,3,15,3,2.4284709953254358,7.3950088543818335,45.881882190704346,31
ws15_fh7_var1,TKAN,7,15,1,4.09636761002786,13.326225197127776,47.37023115158081,31
ws15_fh7_var3,TKAN,7,15,3,3.892684832382805,11.777332991755138,45.84080624580383,31
ws30_fh1_var1,TKAN,1,30,1,3.174172555126205,10.458366369659268,78.33251976966858,31
ws30_fh1_var3,TKAN,1,30,3,1.8333740556899976,5.752587705752007,77.26751589775085,31
ws30_fh3_var1,TKAN,3,30,1,2.6344222588002366,8.005697261525734,78.14692807197571,31
ws30_fh3_var3,TKAN,3,30,3,2.662180040944191,8.151021935312745,76.2637369632721,31
ws30_fh7_var1,TKAN,7,30,1,3.6757420161931393,11.00232753311501,76.58081674575806,31
ws30_fh7_var3,TKAN,7,30,3,4.103530504915353,12.185636455691212,78.55824017524719,31
ws7_fh1_var1,TKAN,1,7,1,1.9887409610063025,6.312424538559973,29.787802696228027,32
ws7_fh1_var3,TKAN,1,7,3,2.031525700309602,6.316381966513368,29.64483332633972,32
ws7_fh3_var1,TKAN,3,7,1,2.3057720181106447,7.178868785597782,32.44472360610962,32
ws7_fh3_var3,TKAN,3,7,3,2.705289237594749,8.373011373228566,29.68824076652527,32
ws7_fh7_var1,TKAN,7,7,1,3.584428264939226,11.060946041427218,29.47830295562744,32
ws7_fh7_var3,TKAN,7,7,3,4.0247911810418735,12.06740421928071,33.23118996620178,32
ws15_fh1_var1,TKAN,1,15,1,1.7556163711291546,5.344632901873175,45.75915956497192,32
ws15_fh1_var3,TKAN,1,15,3,1.94021129398809,6.088916644186037,46.02649712562561,32
ws15_fh3_var1,TKAN,3,15,1,2.240338132878817,6.88125282004716,49.5582287311554,32
ws15_fh3_var3,TKAN,3,15,3,2.5830276942387664,7.993512540096869,46.039583921432495,32
ws15_fh7_var1,TKAN,7,15,1,3.579732576208752,11.029555782174729,45.87423372268677,32
ws15_fh7_var3,TKAN,7,15,3,3.865848674656203,11.718003805773986,46.32991337776184,32
ws30_fh1_var1,TKAN,1,30,1,2.525671404422273,7.539852643566237,81.85138869285583,32
ws30_fh1_var3,TKAN,1,30,3,2.044487473912552,6.330670592213332,76.42210674285889,32
ws30_fh3_var1,TKAN,3,30,1,2.330265130786655,7.270453194297636,76.59324979782104,32
ws30_fh3_var3,TKAN,3,30,3,2.6152158566829407,8.33395912310734,77.82951974868774,32
