dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws7_fh1_var1,TKAN,1,7,1,1.4138521313179762,4.331222648600538,31.141016244888306,0
ws7_fh1_var3,TKAN,1,7,3,2.3039082794153183,7.418030255470708,32.77744936943054,0
ws7_fh3_var1,TKAN,3,7,1,2.336599060402998,7.127294538662666,32.5414879322052,0
ws7_fh3_var3,TKAN,3,7,3,2.573401380791738,8.065678925463681,32.49155235290527,0
ws7_fh7_var1,TKAN,7,7,1,3.638767900737403,11.372986814625339,32.047818660736084,0
ws7_fh7_var3,TKAN,7,7,3,3.8889651094875948,11.827970535990943,32.05339980125427,0
ws15_fh1_var1,TKAN,1,15,1,1.9829257810304413,6.209216381792464,49.11902713775635,0
ws15_fh1_var3,TKAN,1,15,3,2.3324995625271416,7.334930294334252,48.49292850494385,0
ws15_fh3_var1,TKAN,3,15,1,2.6550217480734655,8.644560887471538,48.99716830253601,0
ws15_fh3_var3,TKAN,3,15,3,2.510098291828344,7.729174574639022,48.70903420448303,0
ws15_fh7_var1,TKAN,7,15,1,3.658687038795072,11.29871017231939,49.1418399810791,0
ws15_fh7_var3,TKAN,7,15,3,4.080127959967245,12.031146027884667,48.814258337020874,0
ws30_fh1_var1,TKAN,1,30,1,1.916390717400764,5.78877035813043,80.58953094482422,0
ws30_fh1_var3,TKAN,1,30,3,2.2279266557113266,6.59980771057702,80.81285285949707,0
ws30_fh3_var1,TKAN,3,30,1,3.0946423688966593,9.400347315905872,80.71537780761719,0
ws30_fh3_var3,TKAN,3,30,3,2.747749109639217,8.447068774589505,80.41385436058044,0
ws30_fh7_var1,TKAN,7,30,1,3.626017541531991,10.916333809010743,80.12050890922546,0
ws30_fh7_var3,TKAN,7,30,3,3.904054435070862,12.162560630883286,97.80822682380676,0
ws7_fh1_var1,TKAN,1,7,1,1.9284481286145498,6.134925794134703,31.30290913581848,1
ws7_fh1_var3,TKAN,1,7,3,2.349452807776162,7.71772370682926,31.338053703308105,1
ws7_fh3_var1,TKAN,3,7,1,2.255884036174219,6.915389785940413,31.102538585662842,1
ws7_fh3_var3,TKAN,3,7,3,2.5928536593613973,8.159444861582546,31.0911386013031,1
ws7_fh7_var1,TKAN,7,7,1,3.713291213392411,11.577593153571076,31.180837154388428,1
ws7_fh7_var3,TKAN,7,7,3,3.8657537857748063,11.809750611011989,30.96971893310547,1
ws15_fh1_var1,TKAN,1,15,1,1.811094267224695,5.7848826204669015,47.87625074386597,1
ws15_fh1_var3,TKAN,1,15,3,2.012236126474827,6.143442234990388,47.71306300163269,1
ws15_fh3_var1,TKAN,3,15,1,2.4027504666145867,7.497726274070482,47.97265410423279,1
ws15_fh3_var3,TKAN,3,15,3,2.6681794239937244,8.139548826378386,47.515023946762085,1
ws15_fh7_var1,TKAN,7,15,1,3.6367203445114646,11.205972124818416,47.6239800453186,1
ws15_fh7_var3,TKAN,7,15,3,3.9524862718860154,11.853244793658119,47.47484993934631,1
ws30_fh1_var1,TKAN,1,30,1,1.6052381243589895,5.003030665497232,79.35098195075989,1
ws30_fh1_var3,TKAN,1,30,3,2.4128588179656436,7.63307688731835,79.47040867805481,1
ws30_fh3_var1,TKAN,3,30,1,2.364639801793564,7.292808134757254,80.49933910369873,1
ws30_fh3_var3,TKAN,3,30,3,2.7688101810830767,8.283075852724224,79.72268843650818,1
ws30_fh7_var1,TKAN,7,30,1,3.718812761898222,11.637350107974175,79.42092275619507,1
ws30_fh7_var3,TKAN,7,30,3,4.081512082770455,12.491655412350436,105.45937085151672,1
ws7_fh1_var1,TKAN,1,7,1,1.5669642136377464,4.902188621981787,32.66426467895508,2
ws7_fh1_var3,TKAN,1,7,3,1.682880166972806,5.243894767733067,32.66120362281799,2
ws7_fh3_var1,TKAN,3,7,1,2.232590996886838,6.889350154954892,31.987104177474976,2
