dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws7_fh1_var1,LSTM,1,7,1,2.784951348193435,8.52869137436997,8.945262670516968,0
ws7_fh1_var3,LSTM,1,7,3,3.305350516401526,10.644884595471286,9.746800661087036,0
ws7_fh3_var1,LSTM,3,7,1,3.42488565315368,10.516137361847424,8.478347539901733,0
ws7_fh3_var3,LSTM,3,7,3,3.2486597260787735,10.16642284390206,8.876161098480225,0
ws7_fh7_var1,LSTM,7,7,1,4.517452250959946,13.764463448685873,11.02460789680481,0
ws7_fh7_var3,LSTM,7,7,3,4.3648068063093195,13.35455815519586,9.842804193496704,0
ws15_fh1_var1,LSTM,1,15,1,2.9606737284661904,9.147228446885713,10.304755926132202,0
ws15_fh1_var3,LSTM,1,15,3,3.2745695547402893,10.829267744731965,9.633117198944092,0
ws15_fh3_var1,LSTM,3,15,1,3.905817110485195,11.935570483880761,11.073957681655884,0
ws15_fh3_var3,LSTM,3,15,3,3.298423084836162,10.259507503394463,9.474783897399902,0
ws15_fh7_var1,LSTM,7,15,1,4.8435182769679646,14.66105927622697,8.95667576789856,0
ws15_fh7_var3,LSTM,7,15,3,4.504470582845002,13.727876699512398,10.69970440864563,0
ws30_fh1_var1,LSTM,1,30,1,4.061311276651514,12.918775755634785,10.919400691986084,0
ws30_fh1_var3,LSTM,1,30,3,3.2762149916887813,10.653646404997984,11.45343565940857,0
ws30_fh3_var1,LSTM,3,30,1,3.77538360627652,11.577805691776707,12.27307915687561,0
ws30_fh3_var3,LSTM,3,30,3,3.514279262625939,10.862914682066112,11.40605640411377,0
ws30_fh7_var1,LSTM,7,30,1,4.723430374358286,14.256915792825009,10.777569055557251,0
ws30_fh7_var3,LSTM,7,30,3,4.435252568082801,13.52473923492824,10.90208387374878,0
ws7_fh1_var1,LSTM,1,7,1,3.642171883268711,11.418323214744595,9.19177770614624,1
ws7_fh1_var3,LSTM,1,7,3,3.320232027778779,11.279216402078763,11.480931758880615,1
ws7_fh3_var1,LSTM,3,7,1,3.5784664307938026,10.972185823683153,9.45373821258545,1
ws7_fh3_var3,LSTM,3,7,3,3.3506261213847077,10.423063995914085,9.85887622833252,1
ws7_fh7_var1,LSTM,7,7,1,4.548368386824376,13.853819525462205,11.063088178634644,1
ws7_fh7_var3,LSTM,7,7,3,4.351163997079373,13.262914442158074,10.433853387832642,1
ws15_fh1_var1,LSTM,1,15,1,4.136460208406305,13.014984981347066,10.52144455909729,1
ws15_fh1_var3,LSTM,1,15,3,2.8989147308532006,9.082429946225243,9.536121606826782,1
ws15_fh3_var1,LSTM,3,15,1,3.7728919226364668,11.51369066507427,9.894116163253784,1
ws15_fh3_var3,LSTM,3,15,3,3.3571538909751304,10.466891137240914,9.92330265045166,1
ws15_fh7_var1,LSTM,7,15,1,4.827042196993046,14.485837751394708,10.581409931182861,1
ws15_fh7_var3,LSTM,7,15,3,4.5224043535149665,13.52200264889113,10.966772317886353,1
ws30_fh1_var1,LSTM,1,30,1,4.845792164170051,15.628313609136798,11.06547498703003,1
ws30_fh1_var3,LSTM,1,30,3,5.009305139696608,17.390781777386728,11.140404224395752,1
ws30_fh3_var1,LSTM,3,30,1,3.8629961289519237,11.860950097345466,11.303989171981812,1
ws30_fh3_var3,LSTM,3,30,3,3.4392327935536526,10.599874466688986,10.88408637046814,1
ws30_fh7_var1,LSTM,7,30,1,4.691202984888898,14.241564771161322,11.05740237236023,1
ws30_fh7_var3,LSTM,7,30,3,4.667653283253317,13.648996005375274,11.563002109527588,1
ws7_fh1_var1,LSTM,1,7,1,3.3660966322343597,10.511326551326432,9.607845067977905,2
ws7_fh1_var3,LSTM,1,7,3,5.277668756258077,18.754633610416008,9.371223449707031,2
ws7_fh3_var1,LSTM,3,7,1,3.49132852854741,10.699906551134596,9.41361927986145,2
ws7_fh3_var3,LSTM,3,7,3,3.4359582154388213,10.891841376939118,8.982714891433716,2
ws7_fh7_var1,LSTM,7,7,1,4.511602658430187,13.747608355203795,9.572672605514526,2
ws7_fh7_var3,LSTM,7,7,3,4.372577168791134,13.402121147679665,9.40831446647644,2
ws15_fh1_var1,LSTM,1,15,1,3.5215176687699343,11.028217775926304,9.678812980651855,2
ws15_fh1_var3,LSTM,1,15,3,3.930791880886863,13.305262634890042,9.020027875900269,2
ws15_fh3_var1,LSTM,3,15,1,3.8537095454421872,11.744306048697005,9.649371862411499,2
ws15_fh3_var3,LSTM,3,15,3,3.2946667159824194,10.260623546811306,9.209396123886108,2
ws15_fh7_var1,LSTM,7,15,1,4.8100977827727025,14.524126637300855,9.612335681915283,2
ws15_fh7_var3,LSTM,7,15,3,4.504136458860055,13.46769682953131,9.997453451156616,2
ws30_fh1_var1,LSTM,1,30,1,3.2441634256225376,10.078998098330358,10.770242691040039,2
ws30_fh1_var3,LSTM,1,30,3,3.805587975590255,13.189148597819331,10.770843744277954,2
ws30_fh3_var1,LSTM,3,30,1,3.5956872713294037,11.07152569104451,11.21709132194519,2
ws30_fh3_var3,LSTM,3,30,3,3.231175367273142,9.869010523964295,10.906913757324219,2
ws30_fh7_var1,LSTM,7,30,1,4.788733456818521,14.920096664276835,10.469362735748291,2
ws30_fh7_var3,LSTM,7,30,3,4.466755394496147,13.176593950939811,10.474479913711548,2
ws7_fh1_var1,LSTM,1,7,1,2.907100349229621,9.139520933070495,9.191081047058105,3
ws7_fh1_var3,LSTM,1,7,3,3.1728564260481096,10.502746989424837,8.704025268554688,3
ws7_fh3_var1,LSTM,3,7,1,3.561204862017319,10.929540498748255,9.178012609481812,3
ws7_fh3_var3,LSTM,3,7,3,3.080534491765412,9.625865527624587,10.2400803565979,3
ws7_fh7_var1,LSTM,7,7,1,4.50895025985091,13.73761558743084,9.83450698852539,3
ws7_fh7_var3,LSTM,7,7,3,4.354546988958329,13.382789519338242,9.350781679153442,3
ws15_fh1_var1,LSTM,1,15,1,4.058806157949627,12.857351980450387,8.323798656463623,3
ws15_fh1_var3,LSTM,1,15,3,3.63638677696438,12.396681966853949,8.921194076538086,3
ws15_fh3_var1,LSTM,3,15,1,3.7175230942078037,11.381026506221309,9.85043215751648,3
ws15_fh3_var3,LSTM,3,15,3,3.3231808458254046,10.200289992909166,10.132725954055786,3
ws15_fh7_var1,LSTM,7,15,1,4.755251251964693,14.488169497578232,9.898486137390137,3
ws15_fh7_var3,LSTM,7,15,3,4.533630588826091,13.587413998030279,9.518220663070679,3
ws30_fh1_var1,LSTM,1,30,1,4.1630744281158325,13.090987692132817,11.193537950515747,3
ws30_fh1_var3,LSTM,1,30,3,4.308103961229229,14.566316904535395,9.983007431030273,3
ws30_fh3_var1,LSTM,3,30,1,3.7926172864364567,11.647852287351228,9.790237665176392,3
ws30_fh3_var3,LSTM,3,30,3,3.199352486991473,9.908253136942477,10.414863109588623,3
ws30_fh7_var1,LSTM,7,30,1,4.768105022694265,14.435741694278839,10.193609476089478,3
ws30_fh7_var3,LSTM,7,30,3,4.474084838697747,13.481686042453408,11.706178188323975,3
ws7_fh1_var1,LSTM,1,7,1,3.262730580399948,10.217957761319497,9.546680450439453,4
ws7_fh1_var3,LSTM,1,7,3,3.235577802659569,11.06721685033747,9.370588779449463,4
ws7_fh3_var1,LSTM,3,7,1,3.527189567685299,10.813284075420073,9.381475925445557,4
ws7_fh3_var3,LSTM,3,7,3,3.34241652715759,10.461492642902032,10.745450973510742,4
ws7_fh7_var1,LSTM,7,7,1,4.479309976030625,13.638874320174493,8.094802856445312,4
ws7_fh7_var3,LSTM,7,7,3,4.367439044292773,13.335364394997562,9.29622197151184,4
ws15_fh1_var1,LSTM,1,15,1,3.2289668120312176,10.011574053329191,9.73173451423645,4
ws15_fh1_var3,LSTM,1,15,3,5.90486484652888,20.916310996487066,9.417672872543335,4
ws15_fh3_var1,LSTM,3,15,1,3.810254774088494,11.646061184361548,10.34131383895874,4
ws15_fh3_var3,LSTM,3,15,3,3.2943434792537936,10.362615750263934,10.74817943572998,4
ws15_fh7_var1,LSTM,7,15,1,4.797275377041698,14.539111543730964,10.227537631988525,4
ws15_fh7_var3,LSTM,7,15,3,4.665406646529696,13.901098283800362,8.991814374923706,4
ws30_fh1_var1,LSTM,1,30,1,5.2450460922641735,16.893080499620062,9.922859191894531,4
ws30_fh1_var3,LSTM,1,30,3,3.436687650866516,11.49457240559342,10.554109811782837,4
ws30_fh3_var1,LSTM,3,30,1,3.6463177468705457,11.213481336646023,21.57926106452942,4
ws30_fh3_var3,LSTM,3,30,3,3.4295572544172286,10.863300708093105,11.476139545440674,4
ws30_fh7_var1,LSTM,7,30,1,4.656246468476197,14.350147170587224,11.958562135696411,4
ws30_fh7_var3,LSTM,7,30,3,4.505132975680916,13.20412538798769,11.16582703590393,4
ws7_fh1_var1,LSTM,1,7,1,3.504974450570142,10.994950830282326,10.350057125091553,5
