dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws7_fh1_var1,TKAN,1,7,1,1.4056835831670313,4.29912017176938,30.380552530288696,0
ws7_fh1_var3,TKAN,1,7,3,2.677239899124113,8.550726611711575,30.302913188934326,0
ws7_fh3_var1,TKAN,3,7,1,2.467748876514934,7.86232510308011,31.29730224609375,0
ws7_fh3_var3,TKAN,3,7,3,2.762856676096389,8.587946971167677,31.2030668258667,0
ws7_fh7_var1,TKAN,7,7,1,3.683827422839961,11.551254865328433,30.64941143989563,0
ws7_fh7_var3,TKAN,7,7,3,3.998290494881121,12.179608594150086,31.14822554588318,0
ws15_fh1_var1,TKAN,1,15,1,1.6721356683804025,5.052250917228484,46.48664855957031,0
ws15_fh1_var3,TKAN,1,15,3,1.914093652452581,6.248931193127229,47.21791696548462,0
ws15_fh3_var1,TKAN,3,15,1,2.638863341091926,8.510743547193437,47.54854345321655,0
ws15_fh3_var3,TKAN,3,15,3,2.4284709953254353,7.3950088543818335,45.881882190704346,0
ws15_fh7_var1,TKAN,7,15,1,4.09636761002786,13.326225197127775,47.37023115158081,0
ws15_fh7_var3,TKAN,7,15,3,3.8926848323828045,11.777332991755138,45.84080624580383,0
ws30_fh1_var1,TKAN,1,30,1,3.1741725551262046,10.458366369659268,78.33251976966858,0
ws30_fh1_var3,TKAN,1,30,3,1.8333740556899978,5.752587705752007,77.26751589775085,0
ws30_fh3_var1,TKAN,3,30,1,2.6344222588002366,8.005697261525734,78.14692807197571,0
ws30_fh3_var3,TKAN,3,30,3,2.662180040944191,8.151021935312745,76.2637369632721,0
ws30_fh7_var1,TKAN,7,30,1,3.6757420161931393,11.00232753311501,76.58081674575806,0
ws30_fh7_var3,TKAN,7,30,3,4.103530504915353,12.185636455691213,78.55824017524719,0
ws7_fh1_var1,TKAN,1,7,1,1.9887409610063025,6.312424538559973,29.787802696228027,1
ws7_fh1_var3,TKAN,1,7,3,2.031525700309602,6.316381966513368,29.64483332633972,1
ws7_fh3_var1,TKAN,3,7,1,2.3057720181106447,7.178868785597782,32.44472360610962,1
ws7_fh3_var3,TKAN,3,7,3,2.705289237594749,8.373011373228566,29.68824076652527,1
ws7_fh7_var1,TKAN,7,7,1,3.584428264939226,11.060946041427218,29.47830295562744,1
ws7_fh7_var3,TKAN,7,7,3,4.0247911810418735,12.06740421928071,33.23118996620178,1
ws15_fh1_var1,TKAN,1,15,1,1.7556163711291546,5.344632901873175,45.759159564971924,1
ws15_fh1_var3,TKAN,1,15,3,1.94021129398809,6.088916644186037,46.02649712562561,1
ws15_fh3_var1,TKAN,3,15,1,2.240338132878817,6.88125282004716,49.558228731155396,1
ws15_fh3_var3,TKAN,3,15,3,2.5830276942387664,7.993512540096869,46.039583921432495,1
ws15_fh7_var1,TKAN,7,15,1,3.579732576208752,11.029555782174727,45.87423372268677,1
ws15_fh7_var3,TKAN,7,15,3,3.865848674656203,11.718003805773986,46.32991337776184,1
ws30_fh1_var1,TKAN,1,30,1,2.5256714044222734,7.539852643566237,81.85138869285583,1
ws30_fh1_var3,TKAN,1,30,3,2.0444874739125516,6.330670592213332,76.42210674285889,1
ws30_fh3_var1,TKAN,3,30,1,2.330265130786655,7.2704531942976365,76.59324979782104,1
ws30_fh3_var3,TKAN,3,30,3,2.6152158566829407,8.33395912310734,77.82951974868774,1
ws30_fh7_var1,TKAN,7,30,1,3.6473288673189463,11.383578672160667,81.00930380821228,1
ws30_fh7_var3,TKAN,7,30,3,3.9824599128043436,12.75240233340077,76.47077083587646,1
ws7_fh1_var1,TKAN,1,7,1,1.616141967359202,5.142110001057955,30.027748346328735,2
ws7_fh1_var3,TKAN,1,7,3,2.187331345089027,7.087084161596394,30.029465436935425,2
ws7_fh3_var1,TKAN,3,7,1,2.3024275605758535,7.228184067535796,29.614527225494385,2
ws7_fh3_var3,TKAN,3,7,3,2.6739968604227857,8.440585106431277,34.83917951583862,2
ws7_fh7_var1,TKAN,7,7,1,3.6853126498172646,11.420554803617588,30.203266859054565,2
ws7_fh7_var3,TKAN,7,7,3,3.884598719058549,11.755291072811609,29.680980443954468,2
ws15_fh1_var1,TKAN,1,15,1,1.5177152614644562,4.632510722367956,46.201695919036865,2
ws15_fh1_var3,TKAN,1,15,3,2.206727011764488,6.826886595468168,50.86327910423279,2
ws15_fh3_var1,TKAN,3,15,1,2.281458014021607,7.165880390229605,45.84575915336609,2
ws15_fh3_var3,TKAN,3,15,3,2.923715992971728,8.846790655046341,45.53373122215271,2
ws15_fh7_var1,TKAN,7,15,1,3.5808138411133177,10.954980997057339,45.72717261314392,2
ws15_fh7_var3,TKAN,7,15,3,4.059781201709288,12.079071689733187,45.57448482513428,2
ws30_fh1_var1,TKAN,1,30,1,2.236659287903266,7.769857879678943,75.83108401298523,2
ws30_fh1_var3,TKAN,1,30,3,3.012924770291376,9.481017156593099,82.55950593948364,2
ws30_fh3_var1,TKAN,3,30,1,2.4628837676559896,7.601393067178706,77.55972361564636,2
ws30_fh3_var3,TKAN,3,30,3,2.830761204121485,8.649996190324947,76.26592683792114,2
ws30_fh7_var1,TKAN,7,30,1,3.9043148098681915,12.254100906857579,75.72397375106812,2
ws30_fh7_var3,TKAN,7,30,3,4.068024668194306,11.968206410455194,77.09672951698303,2
ws7_fh1_var1,TKAN,1,7,1,1.92212691242149,6.449604222631897,36.1683509349823,3
ws7_fh1_var3,TKAN,1,7,3,2.417760101059211,7.472717167801041,29.90134286880493,3
ws7_fh3_var1,TKAN,3,7,1,2.259542398031801,6.995247751917823,29.677932262420654,3
ws7_fh3_var3,TKAN,3,7,3,2.592450676380169,7.950353849504005,30.073824405670166,3
ws7_fh7_var1,TKAN,7,7,1,3.718090279583885,11.652899083191421,29.63041853904724,3
ws7_fh7_var3,TKAN,7,7,3,3.954303279318916,11.896593531851586,29.711925983428955,3
ws15_fh1_var1,TKAN,1,15,1,1.6285006346495314,5.1181139527227355,53.04619479179382,3
ws15_fh1_var3,TKAN,1,15,3,2.4931669324554067,7.9904427565419125,46.19077777862549,3
ws15_fh3_var1,TKAN,3,15,1,2.460053623191681,7.851868013096815,45.980202198028564,3
ws15_fh3_var3,TKAN,3,15,3,2.458431452209538,7.675594519927227,45.86300563812256,3
ws15_fh7_var1,TKAN,7,15,1,3.6799803070676966,11.395044345200805,46.0234911441803,3
ws15_fh7_var3,TKAN,7,15,3,3.9574358312697377,11.784785942090535,45.826366662979126,3
ws30_fh1_var1,TKAN,1,30,1,1.519138804175154,4.76932569780188,75.79746675491333,3
ws30_fh1_var3,TKAN,1,30,3,1.8691964345065377,5.886306824626151,85.2525680065155,3
ws30_fh3_var1,TKAN,3,30,1,2.252527190059569,6.937078070715655,76.71145415306091,3
ws30_fh3_var3,TKAN,3,30,3,2.715034222597792,8.346527826042758,76.40111207962036,3
ws30_fh7_var1,TKAN,7,30,1,3.804935828746206,12.167448055101621,75.99284958839417,3
