dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws30_fh7_var3,TKAN,7,30,3,3.946116070561906,11.938546557301938,76.19440579414368,3
ws7_fh1_var1,TKAN,1,7,1,2.088815700603526,6.819797510507884,29.743971347808838,4
ws7_fh1_var3,TKAN,1,7,3,2.394699825620806,7.217316581737894,29.52006459236145,4
ws7_fh3_var1,TKAN,3,7,1,2.273431876327692,6.874184577268886,38.18181920051575,4
ws7_fh3_var3,TKAN,3,7,3,2.762177432751845,8.47325791628077,30.20442271232605,4
ws7_fh7_var1,TKAN,7,7,1,3.568721210037327,11.061504501095282,29.96791958808899,4
ws7_fh7_var3,TKAN,7,7,3,3.9060312525064482,12.023138862123277,29.760388135910034,4
ws15_fh1_var1,TKAN,1,15,1,1.8371229846793553,5.7742182924994205,45.672791719436646,4
ws15_fh1_var3,TKAN,1,15,3,2.061297994569411,6.249775396924597,45.71441984176636,4
ws15_fh3_var1,TKAN,3,15,1,2.2864039550089754,7.040875010699921,45.675151109695435,4
ws15_fh3_var3,TKAN,3,15,3,2.578020883851984,7.8870195134603955,46.234309673309326,4
ws15_fh7_var1,TKAN,7,15,1,4.076643272939699,13.226939319113518,54.91967988014221,4
ws15_fh7_var3,TKAN,7,15,3,4.0269511992306875,12.317157008248369,46.331634759902954,4
ws30_fh1_var1,TKAN,1,30,1,1.7866926354744477,5.412261798877807,76.41107845306396,4
ws30_fh1_var3,TKAN,1,30,3,1.913186431782958,5.949497434588917,76.31817698478699,4
ws30_fh3_var1,TKAN,3,30,1,2.4118391334069162,7.400568049381408,76.2866313457489,4
ws30_fh3_var3,TKAN,3,30,3,2.803039704781455,8.474821212788788,76.11655330657959,4
ws30_fh7_var1,TKAN,7,30,1,3.7187013605333843,11.555519018354566,77.18408489227295,4
ws30_fh7_var3,TKAN,7,30,3,3.8059511721177848,11.66291450281194,75.8033835887909,4
