dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws7_fh30_var1,TKAN,30,7,1,6.536856615752673,20.459420315276468,22.722740650177002,37
ws7_fh30_var3,TKAN,30,7,3,6.3575675800155755,18.932785693398024,23.614091634750366,37
ws15_fh30_var1,TKAN,30,15,1,6.43548039828979,20.27449048140654,42.56172251701355,37
ws15_fh30_var3,TKAN,30,15,3,6.163665704450544,17.809719836086128,32.356404542922974,37
ws30_fh30_var1,TKAN,30,30,1,6.857671797872674,22.326232462213756,86.91858410835266,37
ws30_fh30_var3,TKAN,30,30,3,6.383151917092684,17.57295903830508,49.84901833534241,37
ws7_fh30_var1,TKAN,30,7,1,6.908620406188797,22.007576810092576,28.472656965255737,38
ws7_fh30_var3,TKAN,30,7,3,6.206624539187048,17.402736006712345,25.167708158493042,38
ws15_fh30_var1,TKAN,30,15,1,6.579963160701074,20.671019854300543,35.4793062210083,38
ws15_fh30_var3,TKAN,30,15,3,6.056473893692641,16.68822738755143,34.02002453804016,38
ws30_fh30_var1,TKAN,30,30,1,6.14806517575773,18.147869110915146,51.35531282424927,38
ws30_fh30_var3,TKAN,30,30,3,6.184408792052547,17.251874399883828,37.118427991867065,38
ws7_fh30_var1,TKAN,30,7,1,6.512928110795836,20.225213678539216,29.01580572128296,39
ws7_fh30_var3,TKAN,30,7,3,5.968038389036653,17.14005160574367,23.57947087287903,39
ws15_fh30_var1,TKAN,30,15,1,6.456112427192998,20.129702540089113,38.848682165145874,39
ws15_fh30_var3,TKAN,30,15,3,6.101161501774521,18.478013665028698,30.3219735622406,39
ws30_fh30_var1,TKAN,30,30,1,6.96720062086324,22.700670002108485,55.43270826339722,39
ws30_fh30_var3,TKAN,30,30,3,6.2490350700435,18.634427663879283,40.08989381790161,39
ws7_fh30_var1,TKAN,30,7,1,6.885916188872705,21.948401147463052,22.989271640777588,40
ws7_fh30_var3,TKAN,30,7,3,6.095152924293558,17.647623123479864,25.111423015594482,40
ws15_fh30_var1,TKAN,30,15,1,6.376940842300092,20.04132493445179,51.08138632774353,40
ws15_fh30_var3,TKAN,30,15,3,6.353502404311867,19.215188364969464,37.79973077774048,40
ws30_fh30_var1,TKAN,30,30,1,6.364125631566089,19.67025742972969,47.87906265258789,40
ws30_fh30_var3,TKAN,30,30,3,5.92583286385942,16.768378399635274,42.946075677871704,40
ws7_fh30_var1,TKAN,30,7,1,6.336319330409052,19.771759697434955,47.3472843170166,41
ws7_fh30_var3,TKAN,30,7,3,6.250198772683817,18.61978104532892,26.60209059715271,41
ws15_fh30_var1,TKAN,30,15,1,6.535782347097673,20.41241016714962,33.86904692649841,41
ws15_fh30_var3,TKAN,30,15,3,6.057953249573464,17.51106965821651,33.71961045265198,41
ws30_fh30_var1,TKAN,30,30,1,6.572791341847797,20.441438211623055,54.31993770599365,41
ws30_fh30_var3,TKAN,30,30,3,6.280755850159292,17.415124767548605,49.0511360168457,41
ws7_fh30_var1,TKAN,30,7,1,6.254707879449437,19.148889092961937,21.72752857208252,42
ws7_fh30_var3,TKAN,30,7,3,6.060312998458268,17.382069155739348,23.099047660827637,42
ws15_fh30_var1,TKAN,30,15,1,6.31388776485218,19.316950331419793,29.387398958206177,42
ws15_fh30_var3,TKAN,30,15,3,5.969474750538282,16.818560426445675,38.12213706970215,42
ws30_fh30_var1,TKAN,30,30,1,6.43320150866677,19.92977746440564,62.254507541656494,42
ws30_fh30_var3,TKAN,30,30,3,5.9946045877370135,16.934834398608285,42.74328303337097,42
ws7_fh30_var1,TKAN,30,7,1,7.032632516666369,22.37364632244332,30.446075439453125,43
ws7_fh30_var3,TKAN,30,7,3,6.052051888783528,17.32588116124826,22.013597011566162,43
ws15_fh30_var1,TKAN,30,15,1,6.893103213591525,22.161021254202335,39.579005002975464,43
ws15_fh30_var3,TKAN,30,15,3,6.318827388764229,17.572119621153934,37.46564173698425,43
ws30_fh30_var1,TKAN,30,30,1,6.924716469466704,22.51846375328477,48.04467058181763,43
ws30_fh30_var3,TKAN,30,30,3,6.197912130084847,18.1414389857084,43.339892625808716,43
ws7_fh30_var1,TKAN,30,7,1,6.26175057994079,19.102272254935304,28.1547634601593,44
ws7_fh30_var3,TKAN,30,7,3,6.005089804449704,17.06181152998721,24.49329710006714,44
ws15_fh30_var1,TKAN,30,15,1,7.111324921361678,22.975713383632666,42.33816599845886,44
ws15_fh30_var3,TKAN,30,15,3,5.674227152923345,16.18371330571356,31.635043144226074,44
ws30_fh30_var1,TKAN,30,30,1,6.851793095547914,22.395550231483334,89.5783486366272,44
ws30_fh30_var3,TKAN,30,30,3,6.073441665898833,17.029799053025187,48.24992036819458,44
ws7_fh30_var1,TKAN,30,7,1,6.755171271639237,21.239626134192505,21.23982048034668,45
ws7_fh30_var3,TKAN,30,7,3,6.144110430472953,17.32149149867878,21.98456835746765,45
ws15_fh30_var1,TKAN,30,15,1,7.44087447157801,24.71609080448946,39.42807126045227,45
ws15_fh30_var3,TKAN,30,15,3,6.054534356392135,17.460092474618186,29.65373730659485,45
ws30_fh30_var1,TKAN,30,30,1,6.401017748946101,19.284892257407467,48.7436408996582,45
