dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws7_fh30_var1,TKAN,30,7,1,6.722449624013415,21.08868521679235,26.97615385055542,0
ws7_fh30_var3,TKAN,30,7,3,6.0485856267554095,18.023682356542526,23.29922604560852,0
ws15_fh30_var1,TKAN,30,15,1,6.4513397924684925,19.869888286291317,32.385488510131836,0
ws15_fh30_var3,TKAN,30,15,3,5.906143530994677,16.71410531787305,31.72519540786743,0
ws30_fh30_var1,TKAN,30,30,1,7.636270566478808,25.55583626990929,71.73144054412842,0
ws30_fh30_var3,TKAN,30,30,3,6.3926697368553835,17.560784814427567,40.89525318145752,0
ws7_fh30_var1,TKAN,30,7,1,6.285043009060631,19.522824537713717,22.341168880462646,1
ws7_fh30_var3,TKAN,30,7,3,6.322328681236635,18.051614732318146,20.825992345809937,1
ws15_fh30_var1,TKAN,30,15,1,6.62182899240364,21.311485873721942,33.182754039764404,1
ws15_fh30_var3,TKAN,30,15,3,6.497173071312454,18.41251347188643,31.787715435028076,1
ws30_fh30_var1,TKAN,30,30,1,6.790993860493289,21.518590731452093,71.01473903656006,1
ws30_fh30_var3,TKAN,30,30,3,5.87194366992243,16.67473642913802,43.68979740142822,1
ws7_fh30_var1,TKAN,30,7,1,6.384688124545079,19.783373545835225,21.1610586643219,2
ws7_fh30_var3,TKAN,30,7,3,6.100040967343841,17.943019499725217,24.424201726913452,2
ws15_fh30_var1,TKAN,30,15,1,7.167491970594397,23.19666754566625,35.57976031303406,2
ws15_fh30_var3,TKAN,30,15,3,5.93633176008204,16.940819762922363,33.590789794921875,2
ws30_fh30_var1,TKAN,30,30,1,6.4611113984093995,20.151874871549307,52.17266368865967,2
ws30_fh30_var3,TKAN,30,30,3,6.531448913675833,18.601834017085142,62.5860071182251,2
ws7_fh30_var1,TKAN,30,7,1,6.543741248292543,20.63749943689697,22.290250062942505,3
ws7_fh30_var3,TKAN,30,7,3,6.3212913500303305,18.551539332582774,23.43055820465088,3
ws15_fh30_var1,TKAN,30,15,1,7.231016626982934,23.65266361159443,38.10535407066345,3
ws15_fh30_var3,TKAN,30,15,3,5.763855048120228,16.672843481498177,40.53706669807434,3
ws30_fh30_var1,TKAN,30,30,1,6.209988245742569,18.895561353286254,49.96746563911438,3
ws30_fh30_var3,TKAN,30,30,3,5.884355269593968,16.410464516023122,50.1370370388031,3
ws7_fh30_var1,TKAN,30,7,1,6.432129041053469,19.84425568980216,25.75543737411499,4
ws7_fh30_var3,TKAN,30,7,3,6.289318580799293,17.943353021169226,19.494790077209473,4
ws15_fh30_var1,TKAN,30,15,1,6.824523515579162,21.620884267121614,37.29279398918152,4
ws15_fh30_var3,TKAN,30,15,3,6.097232187898428,16.880081997898003,34.212172985076904,4
ws30_fh30_var1,TKAN,30,30,1,6.780781520305482,21.362028166939,71.45181918144226,4
ws30_fh30_var3,TKAN,30,30,3,5.885351326432553,16.920452124407895,45.915666580200195,4
